"","reviews"
"662","정말 감동도 있고, 재미도 있어서 한참을 깔깔 거리다가 훌쩍 거리다가 온 영화예요  "
"663","정말로 잼없음  "
"664","공짜 시사 표 생겨서 봤는데..3D 생각보다 괜츈괜츈~ 최고~~!!!ㅎ  "
"665","시사회다녀왔습니다 기대안하고봤는데 생각보다 내용도좋고 캐릭터들도 귀여워요^^!!  "
"666","어제 시사회 보고왔습니다. 재미와 감동 그리고 액션도 있습니다~ 정말 재미있더군요.  "
"667","이렇게 감동적일 줄 몰랐네요. 친구들과 함께봤는데 더 돈독해진 듯^^어른을 위한 영화 ~강추!!  "
"668","영상도 이쁜데 감정선이 너무오버스럽다. 그치만 만화니까 이정도야 ㅋㅋ 영화관에서 볼거린 아닌거같고 티비로봐도 충분할듯 아기는 겁나 귀엽드만유  "
"669","방금 보고왔는데 진짜 엄청나다!!겁나 슬프고 감동적이고 안타깝고 진짜 봐야되는 애니다!  "
"670","일본스럽다. 철저한 개인주의 속에서 더 빛을 발하게 되는 소수의 끈끈한 연결고리. 한국에서 말하는 정情과는 조금 다른 느낌이지만 너무 감동적이다. 별 기대 안했는데.. 지브리스튜디오의 작품보다 오히려 더 재밌었던 것 같다.  "
"671","전체 이용가라길래 솔직히 아무도 안다치는줄; ㅇㅇ;ㅋ 근데 막다침ㅋ 그리고 사람들은 바보로나옴 몬스터가 오히려 인간적;; 이걸 애기들이봐도되는가.  "
"672","마음을울리는애니 역시일본은애니다  "
"673","이런게 애니지 재밋어요 역시.일본애니  "
"674","......ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ마지막멈춤표시대박 ㅠㅠㅠㅠㅠㅠㅠㅠ  "
"675","허를 찌르는 감동이였음ㅠㅠ 멈춤 씨발ㅠㅠ 일본영화인지 모르고 봤다가 애기 캐릭터가 너무 귀여워서 일본식 유머가 크게 재밌지는 않았어도 볼만해서 봤는데 끝날때펑펑 울정도로 감동적이였다!  "
"676","은근히 별로  "
"677","200년만에 흘리는 눈물.. ㅠ.ㅠ.. 아들은 계속 울뻔울뻔 울먹하고, 아내도 울뻔하고, 싸나이고 가장이고 아빠인 저는 정말 울었네요..@_@ 아들이 자기도 울먹거리면서 아빠를 놀리네요 ㅎㅎㅎ 강추입니다!  "
"678","와~ 10점 쓰나미다!! 알바들아 그만해라!!!  "
"679","재미없어요.내용이 영...  "
"680","관람객대작은 아니고 그냥 일본 분위기의 동네 만화  "
"681","관람객글쎄요~ 좋은평점을 보고 기대해서인지 모르겠지만 재미있는 애니는 No~  "
"682","아이들은 재미있게 봤지만 어른눈에는 그닥  "
"683","ㅋㅋㅋ재밌네요 5살딸이랑 엄마아빠 3명이서봤는데 엄마아빠는잼게봤는데 우리딸이 무서워서 막 나가자고했어용 아직 어려서 몬스터가 무서운가봐요 ㅜㅠㅜ힝 감동적이구 순수하고 볼만하네요 ㅋㅋㅋ딸을위해 만화영화보러간건데 조금아쉽ㅋㅋㅋ  "
"684","관람객5세 6세 애들이랑 잘 봤어요. 중간에 좀 무서워하긴 했는데, 끝까지 잘 봤어요. 재밌네용  "
"685","보고 또 봐도 안질리고 늘 운다 정말 여운이 꽤 오래 남는 영화 군조의 멈춤표시는 언제나 울게 만듦 다시보라고 하면 볼수있는 영화  "
"686","그래픽은 중국풍~ 정서는 일본풍~   전형적인 애들용  "
"687","애들보여주려고 봤는데, 제가 더 재미있게봤어요.  여운이 많이 남아 가슴이 아련하네요.  전문가 평점은 낮네요. 젝가 영화를 넘 모르는건지는 모르겠으나,  제가 본 애니중엔 손꼽히네요.  "
"688","방금 케이블로봤는데 최고네요ㅜ여섯살아들도 울고 저도울고ㅠ 2편 안나오나요ㅠ기다릴께요 최고의 애니네요♡  "
"689","진짜 재미있게 본 에니메이션중 여운이 가장 오래 남는 에니메이션이다  "
"690","나는 희망한다. 나의 꿈을... 영화는 나에게 알게해줬다! 나의 마음속에 담겨져 있는 나의 마음을...  "
"691","보면서 마지막 부분에 울었네요 제가 봤던 애니메이션 이야기와 비슷한 부분이 있었습니다 재밌고 감동적이였어요 친구를 위해 떠나 간 그 파란도깨비 마음씨가 참 착했죠!  "
"692","...심쿵! 감동 훈훈 꼭보셈  "
"693","스토리도 좋고 엄청 감동적이고.. 보면서 몇번을 울었나 모르겠네요ㅠ  "
"694","진짜 솔직히 2편도 나왔으면 하는 영화이다.나키!! 파이팅  "
"695","진짜 감동스럽다 일본이 만든대작이다!  "
"696","감동 슬픔 진짜 친구다 ㅜㅜ  "
"697","와..진짜슬프다..  "
"698","Goodgoodgood  "
"699","진짜 한마디로 최고다//.//  "
"700","...뭐가 이렇게 슬프지?ㅠㅠ  "
"701","감동적이고 일본이 만화 참 잘만든다 여운도 잇고 강추  "
"702","감동적임.. 일본애니메이션인줄 모르고봤는데 역시 일본애니메이션답게 감동적인요소도 있고 비쥬얼도 좋아요  "
"703","완전재미 있습니다.마지막은 감동적입니다.  "
"704","코타케 너무 귀여워 ㅜ.ㅜ  "
"705","이거 보고 울었었음.. 진짜 감동적인듯  "
"706","진짜 몬스터 ㅋㅋ정말로 웃기꼬 재미있게 즐겨 봤디  "
"707","실존 하지않다는걸 알지만 선녀버섯 먹어보고싶다 &gt;.&lt;  "
"708","초반엔 그래..일본은 3d는 아직안돼~ ...후반엔 그래 애니메이션은 역시 일본이지!!!!!  "
"709","처음엔재미없을거라생각했는데 재미도있고 감동도있네요ㅠㅠ너무 재밋게잘봤어요ㅠㅠ  "
"710","애니메이션이어서 유치했다 싶었는데 코다케가 너무 귀여워요그리고 좀 슬프기도 하네요....  "
"711","처음엔 영상미도 허접한거같고 유치한걸 골랐나싶었는데 중반부와 후반부갈수록 .. 너무감동적이고 아직도 여운이 가시질않는다ㅠㅠ  "
"712","감동ㅠㅠㅠㅠㅠㅠ  "
"713","쩝니당  "
"714","미칠듯이 슬프다....엉엉엉  "
"715","애니보고 잘 울진 않는편인데 뻔한스토리이지만 날 펑펑울게 만든 감동적인 애니.  "
"716","너무 슬프다.. 군조!! 연극하지마!! 감동..!  "
"717","재밌다  "
"718","저는 학교에서 이 몬스터섬에 비밀을 더빙으로보다끝날때쯤 펑펑 울었다 너무 슬퍼서 그래서 그 내가 울은게1명한태 들켰다ㅠㅠ소문이 날을것이다ㅠㅠ  "
"719","본지 좀 오래 됫지만 아직도 생생하게 생각난다 에니메이션 영화를 보고 운건 이게 처음이자 마지막일것같다 정말 남녀노소 어른이건 아이건 보든 사럼들에게 추천이다  "
"720","짱  "
"721","애니매이션 보면서 눈물 흘렸다. 라푼젤과 동급이다.  "
"722","코타케 넘귀여워 앙 ㅠㅠㅠ 마지막 멈춤표시도 놀랐고 좋다  "
"723","감동적이네요  "
"724","정말 웃음과 감동이 함께있는 영화란 이런 영화라고 생각합니다. 너무 감동적이네요. 어른이나 아이나 함께할 수 있는 영화, 감사합니다.  "
"725","코타케 너무 귀엽네요. 감동적이긴 하나 울 정도는 아닌데... 내가 너무 감정이 메말랐나...ㅋ  "
"726","감동&재미 다 가진 완벽한 영화네요! 나쁜 평가 하시는 분들 이해가 안되요.....  "
"727","졸림 시간이 너무길게 늦겨지고 딱 유치원수준이다 그래도 친구의 소중함을 알게해준 영화  "
"728","아 웃겨디지는줄알았다 이런영화가300만이라닠ㅋㅋ아웃겨 대박낫네애들잘꼬셔서  "
"729","잼없었음..유치함...  "
"730","반갑고 귀여운 이야기라 좋았는데 감동까지 더하네요.  "
"731","돈주고 보기 아깝다에 1000% 내년 추석때나 채널CGV OCN에 나올때 봐라  "
"732","쿵푸팬더필 기대하고 가면 재미없다고 느껴질거에요 ㅋ  "
"733","공짜로 영화 본다고 시간 늦어 아슬하게 도착했던 노력이 무색하게 만드는 졸작..  "
"734","마치 게임 동영상을 1시간 이상 본것 같은 기분  "
"735","좋다 안좋다는 개인차 아닌가요?? 그걸 이상하다고 생각하는게 더 이상한것 같은데..  "
"736","몬스터 캐릭터 좀 징그럽덴데..한국사람 정사와는 안맞는것 같구요..반전은 그닥  "
"737","딱 1점 너무 억지 감동 이끌어낸다  "
"738","일본원본애니로 봤을 때 어땠을지는 몰라도 한국 더빙으로 봤을땐 시나리오,티저, 한국성우 등이 많이 아쉽. 스토리도 좋았지만 한국더빙으로 봐서그런지 몰라도 그렇게 여운이 남는 영화는 아니였음. 퀼리티,티저,전개등 다소 아쉬워 5점  "
"739","픽사를 따라한 일본 애니메이션  "
"740","몬스터 주식화사랑 다를게 없음ㅡㅡ  "
"741","대박...알바 진짜 대박!! 10점 .... 와~~ 이렇게 점수 주면 모르겠냐?  "
"742","정말알바다 라이온킹이 10배낮지  "
"743","전체적인 평은 대략난감인데 특히 말도안되는 유치한 스토리는 정말 이해가안됩니다  "
"744","관람객초등학교 저학년 밑으로만 보세요! 너무 유치해서 어른 포함 그 이상은 보기 힘듬  "
"745","관람객최악!돈이아깝다!졸린영화  "
"746","나키가 다친것땜에 분노해놓고 나키 공격할때 어쩐지 이상하다 했어 ㅠㅠ  "
"747","감동적이다 하지만 겨울왕국 보단 아닌걸~  "
"748","뻔한 스토리에도 불구하고 날 울린 애니.  "
"749","초반에 애기가 넘 짜증나게 굴어서 건너뛰면서봣는 데 걍 쭉 볼껄 군조내놔ㅠㅠ군조 상남자 멋진새끾..아이돌 성우도 마음에 안들지만 이런 성우는 좀...... 아 애기성우 특히 진짜 너무 듣기 싫었다  "
"750","알바다 차라리 라이온킹을 보는게 나을뜻하고 포케몬스커가 낮다  "
"751","재미없음  "
"752","괴물이싫어~~~  "
"753","보다 졸았음...  "
"754","이거보다 졸았음 재미없음  "
"755","어느사람은 보다가 나갔음ㅋ 난 정말 그림체부터 싫었는데ㅠㅠ 왜봤지? ㅠㅠ  "
"756","한국, 미국영화만 사랑할거야~~~~  "
"757","개 ..... 재 미 없 고 ..... 모 든 게 어 색 해 여 .  "
"758","정말 돈이 아깝다...  고작80분짜리 애니...  "
"759","한국어 더빙만 아니였음 7점때 쓰레기 더빙이 애니를 망친다.1점준것중에 한국영화는 8~10점주는 매미 OO있네  "
"760","아기는 귀여우나.. 나머지는 너무 억지스러워 내용도없고 너무뻔해서 민망하기까지합니다.  "
